dateTime,character,itemID,offspec,id
2026-01-30,_disenchanted,16911,0,19721053231904743910
2026-01-30,Mèzz,16959,1,15935261672501872920
2026-01-30,Maghetrix,19370,0,27214512914184312906
2026-01-30,_disenchanted,19340,0,32797828913190474391
2026-01-30,Alagathor,16936,0,18578812119596561720
2026-01-30,Macharius,16960,0,18384272791407605438
2026-01-30,Mercîless,16965,1,38344208242748690066
2026-01-30,Hoiga,16919,0,13776561992515572979
2026-01-30,_disenchanted,19342,0,60584190831904743910
2026-01-30,Macharius,19398,0,67604475814076054380
2026-01-30,Alea,16956,1,61577146914507308100
2026-01-30,_disenchanted,15938,0,14386121653190474391
2026-01-30,Gordman,19406,0,37782854483329306574
2026-01-30,Holdhur,19395,0,22843731381865345794
2026-01-30,Whorm,19432,0,22749537093879261853
2026-01-30,Birkler,19353,1,19955420551223080206
2026-01-30,Frostypop,16917,0,13722245543535346706
2026-01-30,Mercîless,19386,1,42154945752748690066
2026-01-30,Mercîless,16961,1,12222045012748690066
2026-01-30,_disenchanted,10256,0,67239910831904743910
2026-01-30,Mèzz,19002,0,40455847862501872920
2026-01-30,Fletch,19377,0,21987693658733635140
2026-01-30,Nostalgia,16942,0,35885039282201835409
2026-01-30,Eïnherjar,19364,1,21850294643858114167
2026-01-30,Gigawatts,16897,0,27790029991284741196
2026-01-30,_disenchanted,15267,0,84802833231904743910
2026-01-30,_disenchanted,13120,0,28228003223190474391
2026-01-30,_disenchanted,10267,0,29158199753190474391
2026-01-30,_disenchanted,13113,0,15593581853190474391
2026-01-30,Macharius,16863,0,39993279832036122740
2026-01-30,Maghetrix,16800,0,60349679629803197300
2026-01-30,_disenchanted,18203,0,22646916712220453200
2026-01-30,Mercîless,17065,1,24188805007802609950
2026-01-30,Loravial,16814,0,41369461812211127274
2026-01-30,_disenchanted,16860,0,22183040071222045320
2026-01-30,Alea,16860,1,19613041413777269042
2026-01-30,_disenchanted,10387,0,35268857251222045320
2026-01-30,Mercîless,18832,0,32486683657802609950
2026-01-30,_disenchanted,16834,0,30401825651222045320
2026-01-30,Nibix,16795,0,11899059913316089336
2026-01-30,_disenchanted,8296,0,18610266031222045320
2026-01-30,Loravial,17110,0,95895559822111272740
2026-01-30,Macharius,18823,0,30783479902036122740
2026-01-30,Frostypop,16801,1,41043929072331353530
2026-01-30,_disenchanted,16824,0,39497799151222045320
2026-01-30,Maghetrix,17077,0,38837528729803197300
2026-01-30,Zaiterlo,17074,0,60279737639670279400
2026-01-30,Amima,16845,0,17400678922191371955
2026-01-30,Maghetrix,18842,0,24831155922980319730
2026-01-30,_disenchanted,16809,0,21815881141222045320
2026-01-30,Giggles,18809,1,12450308714914820100
2026-01-30,Macharius,18811,1,12505463632036122740
2026-01-30,_disenchanted,16809,0,20633968831222045320
2026-01-30,Loravial,18646,0,62956745222111272740
2026-01-30,Frostypop,16915,0,11068059332331353530
2026-01-30,Giggles,19138,0,29238251631491482010
2026-01-30,Ulthras,17102,0,14149010893317106484
2026-01-30,Murck,16938,0,37386083781544060913
2026-01-30,Nibix,18265,0,26525348773316089336
