Item,ItemId,Name,Date
"Ashjre'thul, Crossbow of Smiting",19361,Nostalgia,"2026-02-06 19:24:05"
"Ashkandi, Greatsword of the Brotherhood",19364,Aldee,"2026-02-06 19:36:00"
"Band of Forced Concentration",19403,Blues,"2026-02-06 19:08:27"
"Belt of Transcendence",16925,Fitthake,"2026-02-06 15:38:47"
"Bloodfang Belt",16910,Daphni,"2026-02-06 19:16:42"
"Bloodfang Chestpiece",16905,Anunaki,"2026-02-06 14:38:18"
"Boots of Pure Thought",19437,Mornie,"2026-02-06 13:52:02"
"Boots of Pure Thought",19437,Mornie,"2026-02-06 13:52:02"
"Boots of Transcendence",16919,Kristin,"2026-02-06 14:36:02"
"Boots of the Shadow Flame",19381,Gordman,"2026-02-06 19:25:46"
"Boots of the Shadow Flame",19381,Gordman,"2026-02-06 19:25:46"
"Bracers of Arcane Accuracy",19374,Snotspat,"2026-02-06 16:39:08"
"Bracers of Arcane Accuracy",19374,Snotspat,"2026-02-06 16:39:08"
"Breastplate of Wrath",16966,Fenhir,"2026-02-06 19:28:45"
"Chromatic Boots",19387,Birkler,"2026-02-06 19:24:54"
"Chromatic Boots",19387,Bruceli,"2026-02-06 19:16:57"
"Chromatic Boots",19387,Bruceli,"2026-02-06 19:16:57"
"Chromatic Boots",19387,Tochopolvo,"2026-02-06 19:05:23"
"Chromatically Tempered Sword",19352,Aldee,"2026-02-06 19:36:00"
"Chromatically Tempered Sword",19352,Daphni,"2026-02-06 19:16:42"
"Chromatically Tempered Sword",19352,Fletch,"2026-02-06 19:23:53"
"Chromatically Tempered Sword",19352,Mèzz,"2026-02-06 16:41:47"
"Chromatically Tempered Sword",19352,Terrora,"2026-02-06 14:11:14"
"Chromatically Tempered Sword",19352,Terrora,"2026-02-06 14:11:14"
"Circle of Applied Force",19432,Farlomaker,"2026-02-06 19:30:15"
"Cloak of the Brood Lord",19378,Alea,"2026-02-06 13:47:03"
"Crul'shorukh, Edge of Chaos",19363,Eïnherjar,"2026-02-06 19:28:08"
"Crul'shorukh, Edge of Chaos",19363,Mèzz,"2026-02-06 16:41:47"
"Dragonstalker's Greaves",16941,Ulthras,"2026-02-06 19:28:39"
"Dragonstalker's Spaulders",16937,Ulthras,"2026-02-06 19:28:39"
"Drake Fang Talisman",19406,Birkler,"2026-02-06 19:24:54"
"Drake Fang Talisman",19406,Eriathwen,"2026-02-06 14:19:13"
"Drake Fang Talisman",19406,Farlomaker,"2026-02-06 19:30:15"
"Drake Fang Talisman",19406,Fletch,"2026-02-06 19:23:53"
"Drake Fang Talisman",19406,Tochopolvo,"2026-02-06 19:05:23"
"Drake Fang Talisman",19406,Zaiterlo,"2026-02-06 17:04:40"
"Drake Fang Talisman",19406,Zaiterlo,"2026-02-06 17:04:40"
"Drake Talon Pauldrons",19394,Eriathwen,"2026-02-06 14:19:13"
"Elementium Ore",18562,Cartouche,"2026-02-06 17:12:27"
"Elementium Ore",18562,Cartouche,"2026-02-06 17:12:27"
"Elementium Ore",18562,Deliciouss,"2026-02-06 17:06:03"
"Elementium Ore",18562,Deliciouss,"2026-02-06 17:06:03"
"Elementium Ore",18562,Nykaabi,"2026-02-06 19:25:13"
"Elementium Ore",18562,Nykaabi,"2026-02-06 19:25:13"
"Empowered Leggings",19385,Holdhur,"2026-02-06 19:11:28"
"Empowered Leggings",19385,Sixto,"2026-02-06 19:22:12"
"Handguards of Transcendence",16920,Hoiga,"2026-02-06 14:06:24"
"Head of Nefarian",19003,Eïnherjar,"2026-02-06 19:28:08"
"Helm of Endless Rage",19372,Mercîless,"2026-02-06 19:37:13"
"Judgement Bindings",16951,Amima,"2026-02-06 18:19:23"
"Lifegiving Gem",19341,Dumbdumb,"2026-02-06 14:07:24"
"Lifegiving Gem",19341,Macharius,"2026-02-06 18:32:52"
"Lok'amir il Romathis",19360,Alea,"2026-02-06 13:47:03"
"Lok'amir il Romathis",19360,Gigawatts,"2026-02-06 19:29:05"
"Maladath, Runed Blade of the Black Flight",19351,Anunaki,"2026-02-06 14:38:18"
"Maladath, Runed Blade of the Black Flight",19351,Dumbdumb,"2026-02-06 14:07:24"
"Maladath, Runed Blade of the Black Flight",19351,Macharius,"2026-02-06 18:32:52"
"Maladath, Runed Blade of the Black Flight",19351,Mercîless,"2026-02-06 19:37:13"
"Mind Quickening Gem",19339,Frostypop,"2026-02-06 19:14:35"
"Neltharion's Tear",19379,Blues,"2026-02-06 19:08:27"
"Neltharion's Tear",19379,Karathir,"2026-02-06 16:52:00"
"Neltharion's Tear",19379,Karathir,"2026-02-06 16:52:00"
"Netherwind Bindings",16918,Micahlion,"2026-02-06 16:44:06"
"Netherwind Mantle",16917,Micahlion,"2026-02-06 16:44:06"
"Netherwind Robes",16916,Frostypop,"2026-02-06 19:14:35"
"Pauldrons of Wrath",16961,Fenhir,"2026-02-06 19:28:45"
"Prestor's Talisman of Connivery",19377,Nostalgia,"2026-02-06 19:24:05"
"Pure Elementium Band",19382,Amima,"2026-02-06 18:19:23"
"Pure Elementium Band",19382,Holdhur,"2026-02-06 19:11:28"
"Pure Elementium Band",19382,Maruan,"2026-02-06 13:50:10"
"Pure Elementium Band",19382,Sixto,"2026-02-06 19:22:12"
"Pure Elementium Band",19382,Turaleon,"2026-02-06 15:04:15"
"Pure Elementium Band",19382,Turaleon,"2026-02-06 15:04:15"
"Rejuvenating Gem",19395,Fitthake,"2026-02-06 15:38:47"
"Rejuvenating Gem",19395,Maruan,"2026-02-06 13:50:10"
"Robes of Transcendence",16923,Hoiga,"2026-02-06 14:06:24"
"Robes of Transcendence",16923,Kristin,"2026-02-06 14:36:02"
"Shroud of Pure Thought",19430,Gigawatts,"2026-02-06 19:29:05"
