dateTime,character,itemID,offspec,id
2026-01-23,Kristin,16926,0,24970571541068558199
2026-01-23,Kristin,16926,0,17609546301068558199
2026-01-23,Blues,19339,0,20236500061951217651
2026-01-23,Blues,19339,0,18284212951951217651
2026-01-23,Micahlion,16818,0,11937308213577559207
2026-01-23,Tiianna,16904,0,33708585151730252657
2026-01-23,_disenchanted,16903,0,38849451677406090600
2026-01-23,Gigawatts,16898,0,27079683281982003737
2026-01-23,_disenchanted,19373,0,69197527977406090600
2026-01-23,Icevein,16912,0,65015119440695316970
2026-01-23,Macharius,19362,0,17625611482104867979
2026-01-23,Littlebirdie,16940,0,18409691653260404483
2026-01-23,Eïnherjar,19365,0,14995564141441700682
2026-01-23,_disenchanted,10146,0,41577546997740609060
2026-01-23,_disenchanted,15239,0,97745154777406090600
2026-01-23,_disenchanted,10146,0,13505435027740609060
2026-01-23,_disenchanted,10161,0,60403420977406090600
2026-01-23,_disenchanted,8300,0,38901900937740609060
2026-01-23,_disenchanted,10258,0,37613475277740609060
2026-01-23,Shadory,19403,0,13892034343085772980
2026-01-23,Kristin,16920,0,13620598381068558199
2026-01-23,Littlebirdie,19433,0,33689196943260404483
2026-01-23,Boomer,19396,1,10842044342960178890
2026-01-23,Edhunne,16924,0,41317746311774908478
2026-01-23,_disenchanted,16902,0,10936525877406090600
2026-01-23,Littlebirdie,19002,0,39668645173260404483
2026-01-23,_disenchanted,19391,0,79622194577406090600
2026-01-23,_disenchanted,16931,0,39546144557740609060
2026-01-23,Shadory,19379,0,29856987403085772980
2026-01-23,Maghetrix,19375,0,20417741585866081560
2026-01-23,Farlomaker,19349,0,31395140604076838499
2026-01-23,Holdhur,16923,0,25492020743743899612
2026-01-23,_disenchanted,13072,0,66694326977406090600
2026-01-23,_disenchanted,10385,0,25290571397740609060
2026-01-23,_disenchanted,13009,0,29032712577740609060
2026-01-23,_disenchanted,10272,0,88572147577406090600
2026-01-23,Zbleh,18562,0,22899339581404067820
2026-01-23,Fletch,18562,0,14646278991996450080
2026-01-23,Littlebirdie,16665,0,15383893233096816409
2026-01-23,Aminth,18264,0,99140990107239551500
2026-01-23,Macharius,17069,0,31205361371941279917
2026-01-23,Alea,18822,1,88699865028631086620
2026-01-23,Amima,16847,0,35264801312108546642
2026-01-23,_disenchanted,16829,0,36118923243078849520
2026-01-23,_disenchanted,16805,0,41437872230788495200
2026-01-23,_disenchanted,15246,0,27243750363078849520
2026-01-23,Karathir,18257,0,20367764037673731600
2026-01-23,Littlebirdie,16849,0,53132168730968164090
2026-01-23,Hoiga,16812,0,33199639791140082551
2026-01-23,_disenchanted,10152,0,94252134630788495200
2026-01-23,_disenchanted,15246,0,24768356513078849520
2026-01-23,Mercîless,17071,1,30872848394161067918
2026-01-23,Macharius,16866,1,32075433231941279917
2026-01-23,Bruceli,18824,1,40007058223635209390
2026-01-23,Maghetrix,16797,0,24614710744230200940
2026-01-23,Maghetrix,19142,0,46288243342302009400
2026-01-23,_disenchanted,10152,0,25571487983078849520
2026-01-23,_disenchanted,10385,0,48037883307884952000
2026-01-23,Shadory,16801,0,19749375244137368635
2026-01-23,_disenchanted,16803,0,11675143333078849520
2026-01-23,Farlomaker,16868,1,60797488536106625450
2026-01-23,_disenchanted,16816,0,28899946383078849520
2026-01-23,Freesandwich,18820,0,15290002254238271769
2026-01-23,Littlebirdie,18703,0,22792045403096816409
2026-01-23,_disenchanted,16815,0,25395611930788495200
2026-01-23,Mercîless,16865,1,18022405344161067918
2026-01-23,Atomik,19139,1,33872237584064554447
2026-01-23,Maruan,18809,0,32724223494208988826
2026-01-23,_disenchanted,10152,0,35628243073078849520
2026-01-23,_disenchanted,16901,0,11648863373078849520
2026-01-23,Karathir,16930,1,39514179693767373160
2026-01-23,Blues,18814,0,10947742451249445717
2026-01-23,Gordman,17063,0,40889481493862981053
2026-01-23,_disenchanted,13008,0,20484524130788495200
2026-01-23,Whorm,12717,0,40270190422503771425
2026-01-23,Ashanid,22722,0,20365984066410144760
2026-01-23,Oklahomaa,19717,0,21227979661598947735
2026-01-23,Nilosh,19721,0,14680484342386065018
2026-01-23,Nilosh,22712,0,17688464152386065018
2026-01-23,Nomorox,19907,0,50537682170570203800
2026-01-23,Hainlich,19721,0,13890206752129808472
2026-01-23,Oklahomaa,22712,0,33643835741598947735
2026-01-23,Oklahomaa,19925,0,41658038381598947735
2026-01-23,Nilosh,19724,0,28258164662386065018
2026-01-23,Shivar,19893,1,30713432536986083950
2026-01-23,Toastypriest,12662,0,10453868643057198020
2026-01-23,Ashanid,19940,0,25678498516410144760
2026-01-23,Shivar,19940,0,62034305269860839500
2026-01-23,Oklahomaa,19878,0,19284037741598947735
2026-01-23,Maugrim,19901,0,24889374091824761940
2026-01-23,Shivar,22718,1,59745876469860839500
2026-01-23,Oklahomaa,19723,0,32902878941598947735
2026-01-23,Skybacon,19912,1,88333809087681166900
2026-01-23,Skybacon,19912,1,41883023998768116690
2026-01-23,Blues,22721,0,41582001343733142100
2026-01-23,Shivar,19886,1,11975600346986083950
2026-01-23,Shivar,19722,0,37742877698608395000
2026-01-23,Maugrim,19894,1,54013259218247619400
2026-01-23,Nilosh,19859,0,13395747712386065018
2026-01-23,Hammerjolt,19853,0,26807956773690175460
2026-01-23,Oklahomaa,19802,0,16504788015989477350
2026-01-23,Ashanid,22637,0,11454010641014476000
2026-01-23,Bravefart,22637,0,20153832354065327780
