Item,ItemId,Name,Date
"Ashjre'thul, Crossbow of Smiting",19361,Draxo,"2025-09-18 22:34:05"
"Boots of Pure Thought",19437,Mezz,"2025-09-19 18:51:16"
"Boots of Pure Thought",19437,Mezz,"2025-09-19 18:51:16"
"Boots of Pure Thought",19437,Mornie,"2025-09-18 22:15:53"
"Boots of Pure Thought",19437,Razlupitel,"2025-09-19 19:44:55"
"Boots of the Shadow Flame",19381,Alanir,"2025-09-19 19:25:37"
"Boots of the Shadow Flame",19381,Draxo,"2025-09-18 22:34:05"
"Chromatic Boots",19387,Alagar,"2025-09-19 17:50:51"
"Chromatic Boots",19387,Birkler,"2025-09-19 19:11:41"
"Chromatic Boots",19387,Bruceli,"2025-09-18 22:42:00"
"Chromatic Boots",19387,Farlopo,"2025-09-19 18:12:54"
"Chromatic Boots",19387,Lillkungs,"2025-09-19 18:22:51"
"Chromatic Boots",19387,Lillkungs,"2025-09-19 18:22:51"
"Chromatic Boots",19387,Nandor,"2025-09-19 18:59:47"
"Chromatic Boots",19387,Stridaren,"2025-09-19 19:09:12"
"Chromatic Boots",19387,Stridaren,"2025-09-19 19:09:12"
"Chromatic Boots",19387,Thanx,"2025-09-19 16:11:50"
"Chromatic Boots",19387,Thanx,"2025-09-19 16:11:50"
"Chromatic Boots",19387,Tibies,"2025-09-19 19:11:54"
"Chromatically Tempered Sword",19352,Corvere,"2025-09-19 16:57:44"
"Chromatically Tempered Sword",19352,Fletch,"2025-09-19 18:15:51"
"Chromatically Tempered Sword",19352,Tripplex,"2025-09-19 18:49:28"
"Claw of Chromaggus",19347,Eldoren,"2025-09-19 17:32:37"
"Cloak of Draconic Might",19436,Fletch,"2025-09-19 18:15:51"
"Crul'shorukh, Edge of Chaos",19363,Yulepunch,"2025-09-19 19:10:22"
"Dragonbreath Hand Cannon",19368,Aminth,"2025-09-19 08:21:01"
"Dragonfang Blade",19346,Alanir,"2025-09-19 19:25:37"
"Dragonfang Blade",19346,Gordman,"2025-09-18 22:31:22"
"Drake Fang Talisman",19406,Birkler,"2025-09-19 19:11:41"
"Drake Fang Talisman",19406,Bruceli,"2025-09-18 22:42:00"
"Drake Fang Talisman",19406,Rannek,"2025-09-19 17:40:43"
"Drake Fang Talisman",19406,Rannek,"2025-09-19 17:40:43"
"Drake Fang Talisman",19406,Symm,"2025-09-19 19:11:09"
"Drake Fang Talisman",19406,Symm,"2025-09-19 19:11:09"
"Drake Fang Talisman",19406,Tibies,"2025-09-19 19:11:54"
"Drake Fang Talisman",19406,Zaiterlo,"2025-09-19 16:19:36"
"Drake Fang Talisman",19406,Zaiterlo,"2025-09-19 16:19:36"
"Drake Talon Pauldrons",19394,Yulepunch,"2025-09-19 19:10:22"
"Elementium Ore",18562,Deliciouss,"2025-09-19 02:13:15"
"Elementium Ore",18562,Deliciouss,"2025-09-19 02:13:15"
"Elementium Ore",18562,Lamagrà,"2025-09-19 11:28:19"
"Elementium Ore",18562,Lamagrà,"2025-09-19 11:28:19"
"Elementium Reinforced Bulwark",19349,Zimligimli,"2025-09-19 19:20:40"
"Empowered Leggings",19385,Highlordbane,"2025-09-19 09:27:05"
"Empowered Leggings",19385,Mornie,"2025-09-18 22:15:53"
"Empowered Leggings",19385,Sixto,"2025-09-19 18:14:51"
"Head of Nefarian",19003,Alagar,"2025-09-19 17:50:51"
"Head of Nefarian",19003,Farlopo,"2025-09-19 18:12:54"
"Head of Nefarian",19003,Gordman,"2025-09-18 22:31:22"
"Head of the Broodlord Lashlayer",20383,Aminth,"2025-09-19 08:21:01"
"Lifegiving Gem",19341,Olibanum,"2025-09-19 19:28:09"
"Lok'amir il Romathis",19360,Michalion,"2025-09-18 22:35:56"
"Lok'amir il Romathis",19360,Michalion,"2025-09-18 22:35:56"
"Maladath, Runed Blade of the Black Flight",19351,Corvere,"2025-09-19 16:57:44"
"Maladath, Runed Blade of the Black Flight",19351,Nandor,"2025-09-19 18:59:47"
"Maladath, Runed Blade of the Black Flight",19351,Zimligimli,"2025-09-19 19:20:40"
"Mantle of the Blackwing Cabal",19370,Bingles,"2025-09-19 06:21:42"
"Mish'undare, Circlet of the Mind Flayer",19375,Eldoren,"2025-09-19 17:32:37"
"Neltharion's Tear",19379,Raskous,"2025-09-18 23:50:04"
"Neltharion's Tear",19379,Raskous,"2025-09-18 23:50:04"
"Neltharion's Tear",19379,Soulchained,"2025-09-19 19:32:54"
"Neltharion's Tear",19379,Soulchained,"2025-09-19 19:32:54"
"Neltharion's Tear",19379,Tinkiton,"2025-09-19 14:18:41"
"Neltharion's Tear",19379,Tinkiton,"2025-09-19 14:18:41"
"Pure Elementium Band",19382,Highlordbane,"2025-09-19 09:27:05"
"Rejuvenating Gem",19395,Etowa,"2025-09-19 18:49:16"
"Rejuvenating Gem",19395,Etowa,"2025-09-19 18:49:16"
"Rejuvenating Gem",19395,Maruan,"2025-09-19 19:34:21"
"Rejuvenating Gem",19395,Maruan,"2025-09-19 19:34:21"
"Rejuvenating Gem",19395,Sixto,"2025-09-19 18:14:51"
"Robes of Transcendence",16923,Holdhur,"2025-09-19 10:17:58"
"Shroud of Pure Thought",19430,Holdhur,"2025-09-19 10:17:58"
"Staff of the Shadow Flame",19356,Bingles,"2025-09-19 06:21:42"
"Stormrage Boots",16898,Shera,"2025-09-19 19:34:20"
"Stormrage Bracers",16904,Shera,"2025-09-19 19:34:20"
