Item,ItemId,Name,Date
"Ashjre'thul, Crossbow of Smiting",19361,Mssingno,"2025-11-07 17:46:06"
"Ashjre'thul, Crossbow of Smiting",19361,Omershoots,"2025-11-07 18:27:58"
"Ashjre'thul, Crossbow of Smiting",19361,Zbleh,"2025-11-07 19:18:47"
"Ashkandi, Greatsword of the Brotherhood",19364,Affenkeks,"2025-11-07 16:26:15"
"Ashkandi, Greatsword of the Brotherhood",19364,Eredoor,"2025-11-07 19:11:07"
"Ashkandi, Greatsword of the Brotherhood",19364,Eredoor,"2025-11-07 19:11:07"
"Band of Forced Concentration",19403,Lektyrx,"2025-11-07 19:49:58"
"Band of Forced Concentration",19403,Micahlion,"2025-11-07 16:46:02"
"Bloodfang Chestpiece",16905,Anunaki,"2025-11-07 17:31:14"
"Bloodfang Chestpiece",16905,Tripplex,"2025-11-07 20:23:14"
"Bloodfang Spaulders",16832,Anunaki,"2025-11-07 17:31:14"
"Boots of Pure Thought",19437,Mornie,"2025-11-07 17:38:59"
"Boots of Pure Thought",19437,Sixto,"2025-11-07 19:14:31"
"Bracers of Arcane Accuracy",19374,Eldoren,"2025-11-07 18:55:26"
"Bracers of Arcane Accuracy",19374,Shadory,"2025-11-07 19:14:09"
"Chromatic Boots",19387,Alagar,"2025-11-07 18:22:02"
"Chromatic Boots",19387,Birkler,"2025-11-07 19:32:41"
"Chromatic Boots",19387,Boomer,"2025-11-07 17:00:50"
"Chromatic Boots",19387,Boomer,"2025-11-07 17:00:50"
"Chromatic Boots",19387,Bruceli,"2025-11-07 18:56:03"
"Chromatic Boots",19387,Dumbdumb,"2025-11-07 19:29:34"
"Chromatic Boots",19387,Farlopo,"2025-11-07 19:06:11"
"Chromatic Boots",19387,Lillkungs,"2025-11-07 19:01:53"
"Chromatic Boots",19387,Lillkungs,"2025-11-07 19:01:53"
"Chromatic Boots",19387,Symm,"2025-11-07 20:34:44"
"Chromatic Boots",19387,Symm,"2025-11-07 20:34:44"
"Chromatic Boots",19387,Zimligimli,"2025-11-07 17:14:38"
"Chromatic Boots",19387,Zimligimli,"2025-11-07 17:14:38"
"Chromatically Tempered Sword",19352,Farlopo,"2025-11-07 19:06:11"
"Chromatically Tempered Sword",19352,Fletch,"2025-11-07 19:06:07"
"Chromatically Tempered Sword",19352,Tochopolvo,"2025-11-07 18:59:58"
"Chromatically Tempered Sword",19352,Whorm,"2025-11-07 19:29:11"
"Cloak of the Brood Lord",19378,Aiva,"2025-11-07 18:51:00"
"Dragonstalker's Belt",16936,Ulthras,"2025-11-07 18:29:54"
"Dragonstalker's Breastplate",16942,Ulthras,"2025-11-07 18:29:54"
"Dragonstalker's Greaves",16941,Omershoots,"2025-11-07 18:27:58"
"Dragonstalker's Greaves",16941,Zbleh,"2025-11-07 19:18:47"
"Drake Fang Talisman",19406,Alagar,"2025-11-07 18:22:02"
"Drake Fang Talisman",19406,Birkler,"2025-11-07 19:32:41"
"Drake Fang Talisman",19406,Bruceli,"2025-11-07 18:56:03"
"Drake Fang Talisman",19406,Dumbdumb,"2025-11-07 19:29:34"
"Drake Fang Talisman",19406,Gordman,"2025-11-07 19:07:11"
"Drake Fang Talisman",19406,Gordman,"2025-11-07 19:07:11"
"Drake Talon Pauldrons",19394,Affenkeks,"2025-11-07 16:26:15"
"Elementium Ore",18562,Deliciouss,"2025-11-07 16:39:06"
"Elementium Ore",18562,Deliciouss,"2025-11-07 16:39:06"
"Empowered Leggings",19385,Artume,"2025-11-07 18:54:18"
"Empowered Leggings",19385,Mornie,"2025-11-07 17:38:59"
"Firemaw's Clutch",19400,Micahlion,"2025-11-07 16:46:02"
"Head of Nefarian",19003,Etowa,"2025-11-07 19:27:53"
Heartstriker,19350,Willythepimp,"2025-11-07 17:30:27"
"Helm of Endless Rage",19372,Tochopolvo,"2025-11-07 18:59:58"
"Helm of Endless Rage",19372,Whorm,"2025-11-07 19:29:11"
"Judgement Sabatons",16957,Aiva,"2025-11-07 18:51:00"
"Lifegiving Gem",19341,Yulepunch,"2025-11-07 18:41:56"
"Lok'amir il Romathis",19360,Melancholia,"2025-11-07 17:01:40"
"Lok'amir il Romathis",19360,Sucrette,"2025-11-07 17:37:07"
"Maladath, Runed Blade of the Black Flight",19351,Corvere,"2025-11-07 19:16:36"
"Maladath, Runed Blade of the Black Flight",19351,Fletch,"2025-11-07 19:06:07"
"Mind Quickening Gem",19339,Lektyrx,"2025-11-07 19:49:58"
"Neltharion's Tear",19379,Eldoren,"2025-11-07 18:55:26"
"Neltharion's Tear",19379,Shadory,"2025-11-07 19:14:09"
"Neltharion's Tear",19379,Soulchained,"2025-11-07 19:03:07"
"Neltharion's Tear",19379,Soulchained,"2025-11-07 19:03:07"
"Prestor's Talisman of Connivery",19377,Corvere,"2025-11-07 19:16:36"
"Prestor's Talisman of Connivery",19377,Mssingno,"2025-11-07 17:46:06"
"Prestor's Talisman of Connivery",19377,Willythepimp,"2025-11-07 17:30:27"
"Pure Elementium Band",19382,Fitthake,"2025-11-07 18:14:02"
"Pure Elementium Band",19382,Holdhur,"2025-11-07 19:22:08"
"Pure Elementium Band",19382,Ophey,"2025-11-07 16:52:08"
"Pure Elementium Band",19382,Ophey,"2025-11-07 16:52:08"
"Red Dragonscale Protector",19348,Melancholia,"2025-11-07 17:01:40"
"Rejuvenating Gem",19395,Etowa,"2025-11-07 19:27:53"
"Rejuvenating Gem",19395,Fitthake,"2025-11-07 18:14:02"
"Rejuvenating Gem",19395,Sixto,"2025-11-07 19:14:31"
"Robes of Transcendence",16923,Holdhur,"2025-11-07 19:22:08"
"Stormrage Belt",16903,Sucrette,"2025-11-07 17:37:07"
"Stormrage Bracers",16904,Artume,"2025-11-07 18:54:18"
"Styleen's Impeding Scarab",19431,Yulepunch,"2025-11-07 18:41:56"
