dateTime,character,itemID,offspec,id
2025-11-07,Shadory,16918,0,24061153143979441783
2025-11-07,Squeaky,16925,0,41541493814820738390
2025-11-07,Boomer,19436,0,23017536842226950234
2025-11-07,Tochopolvo,19372,0,42940919599928234020
2025-11-07,Corvere,16910,1,50479430749955569000
2025-11-07,_disenchanted,16934,0,11372972486476624270
2025-11-07,_disenchanted,19337,0,16036188586476624270
2025-11-07,Zbleh,20383,0,15055111132999743039
2025-11-07,_disenchanted,16965,0,37741565886476624270
2025-11-07,Lektyrx,16912,0,28335905783676176453
2025-11-07,Eldoren,19374,0,23967505772900947076
2025-11-07,Dumbdumb,16964,1,33123252163843669100
2025-11-07,Eredoor,19402,1,68545370258268202000
2025-11-07,Eredoor,19402,1,38244753665826820200
2025-11-07,Anunaki,16907,0,10709288712183472620
2025-11-07,Shadory,16913,0,18400683771821788190
2025-11-07,Aiva,19357,0,36081803861428609251
2025-11-07,Anunaki,16832,0,13652771221834726200
2025-11-07,_disenchanted,16932,0,19315377706476624270
2025-11-07,Artume,19386,1,28924150064136165730
2025-11-07,Holdhur,19388,1,26862725313617501133
2025-11-07,Artume,16897,0,18449316464136165730
2025-11-07,Boomer,16966,1,21348185043271644149
2025-11-07,Mssingno,19377,0,32104353291277306492
2025-11-07,Tochopolvo,19381,0,11554814989928234020
2025-11-07,Etowa,19002,1,21794184243195908205
2025-11-07,Shadory,13013,0,86324147318217881900
2025-11-07,Shadory,13013,0,42627744901821788190
2025-11-07,Shadory,13013,0,31885927501821788190
2025-11-07,Lektyrx,16800,0,10122662426107944170
2025-11-07,Dumbdumb,16863,1,90662368097572344400
2025-11-07,Willythepimp,17069,0,30756723492710740783
2025-11-07,_disenchanted,16855,0,34560284338772476940
2025-11-07,Yulepunch,18824,1,25955853645716489140
2025-11-07,Tochopolvo,16863,0,20887814574222408669
2025-11-07,_disenchanted,16860,0,22970228938772476940
2025-11-07,Zbleh,18878,1,16419630271317973830
2025-11-07,Shadory,17071,1,27076179413411764086
2025-11-07,Birkler,17066,1,30613983091909853509
2025-11-07,_disenchanted,18824,0,18153849803877247694
2025-11-07,Sucrette,16836,0,92192274528349010660
2025-11-07,Thijn,16824,0,11981317266733229900
2025-11-07,_disenchanted,16831,0,22529433933877247694
2025-11-07,Micahlion,16797,0,38144305913817298276
2025-11-07,Thijn,16823,0,18680227852667332299
2025-11-07,Holdhur,16816,1,11211233192552119097
2025-11-07,Omershoots,16845,0,12246714704264717677
2025-11-07,Lektyrx,17103,0,57966554926107944170
2025-11-07,_disenchanted,16809,0,61853623138772476940
2025-11-07,Birkler,18811,0,67006033019098535090
2025-11-07,Melancholia,18810,0,35660253072519358000
2025-11-07,Corvere,17063,0,14923686103979540836
2025-11-07,_disenchanted,16901,0,79410780238772476940
2025-11-07,Alagathor,18817,0,81315031189665778200
