dateTime,character,itemID,offspec,id
2025-08-08,Alanir,16911,0,22704985681997399396
2025-08-08,Farlopo,19372,0,20558221483319191087
2025-08-08,Birkler,19351,0,38491125732557411497
2025-08-08,Tripplex,16906,0,29013285802124038572
2025-08-08,Raggnarrök,19436,0,42142169081483135134
2025-08-08,Soulchained,16927,0,40543755757080692060
2025-08-08,Soulchained,16928,0,91554325670806920600
2025-08-08,Divinê,19406,0,41468772082892349353
2025-08-08,Poorpower,19438,0,34375150232948437030
2025-08-08,Propabow,16940,0,25720888723872211414
2025-08-08,Soulchained,16932,0,26518315970806920600
2025-08-08,Bado,16961,1,21282959402245214345
2025-08-08,Propabow,16942,0,29254661533872211414
2025-08-08,Raggnarrök,16905,0,35327204701483135134
2025-08-08,Bado,19396,0,27130569152245214345
2025-08-08,Poorpower,19378,0,37269466252948437030
2025-08-08,Symm,19364,1,37088268733113857990
2025-08-08,Oaoaoaoao,16818,0,21183636142476291053
2025-08-08,Alanir,16822,0,24580252341630910139
2025-08-08,Oopsii,16826,0,11861937222462482587
2025-08-08,Angiel,17077,0,42527307861561311303
2025-08-08,Highlordbane,16854,1,13443182211017046369
2025-08-08,Bado,17071,0,10622813863435045800
2025-08-08,Skavenblade,16825,0,11799334453876795696
2025-08-08,Andhar,18821,0,36560982826977484600
2025-08-08,Alanir,16824,0,97841925216309101390
2025-08-08,Bucurie,16816,0,25507222341087078919
2025-08-08,Skavenblade,16823,0,38623116883876795696
2025-08-08,Bucurie,18842,1,63828482110870789190
2025-08-08,Birkler,18815,1,39289786893747242952
2025-08-08,Ylvinne,16901,0,16023266792692490604
2025-08-08,Symm,17076,1,25833122406977484600
2025-08-08,Löki,18806,1,24327445442714262795
2025-08-08,Holdhur,18811,1,39738598949454124900
