dateTime,character,itemID,offspec,id
2025-08-01,Saelynn,16935,0,69192298237032844710
2025-08-01,Willythepimp,16910,0,26017738321091635050
2025-08-01,_disenchanted,10146,0,34179978422440025975
2025-08-01,_disenchanted,16952,0,11068227982440025975
2025-08-01,Symm,19334,1,11535452607312841960
2025-08-01,Sandomin,16951,1,40798957302427596063
2025-08-01,Bucurie,16919,0,20146675921074350600
2025-08-01,Bucurie,20383,0,29533290572107435060
2025-08-01,_disenchanted,16906,0,29906355302440025975
2025-08-01,Frozenwarr,19350,0,70848070023952860820
2025-08-01,Poorpower,16913,0,10669641373207948204
2025-08-01,Highlordbane,19343,0,27023009491643046800
2025-08-01,Holdhur,19435,0,36004485601114897390
2025-08-01,Farlopo,19406,0,31468427561234411380
2025-08-01,Farlopo,19406,0,27625528511234411380
2025-08-01,Gwilliam,19395,0,20790944588784431380
2025-08-01,Aiva,19397,0,89440708714734487950
2025-08-01,Aminth,19387,0,40693655274151584204
2025-08-01,Holdhur,16924,0,21670262081114897390
2025-08-01,Skoomael,19432,0,22596258252065069644
2025-08-01,_disenchanted,16953,0,12818189792440025975
2025-08-01,_disenchanted,19386,0,29229441912440025975
2025-08-01,Bruceli,19376,1,34085127432495661962
2025-08-01,Skavenblade,19002,0,11964915842433377670
2025-08-01,Yulepunch,19381,0,36882985273247510460
2025-08-01,Snorpan,17109,0,38467281673465747080
2025-08-01,_disenchanted,16805,0,22134270192959990317
2025-08-01,_disenchanted,16847,0,33934727332959990317
2025-08-01,Andhar,17073,1,11751281709169461920
2025-08-01,_disenchanted,18879,0,46549165729599903170
2025-08-01,Alanir,16826,0,80160095528300727040
2025-08-01,Skavenblade,17071,0,17271454002382368180
2025-08-01,_disenchanted,18824,0,75319845129599903170
2025-08-01,_disenchanted,16846,0,37015260952959990317
2025-08-01,_disenchanted,16836,0,26117077722959990317
2025-08-01,_disenchanted,16852,0,36667716202959990317
2025-08-01,Bucurie,16811,1,30457610982627399402
2025-08-01,_disenchanted,16848,0,15637059062959990317
2025-08-01,_disenchanted,16868,0,19116110012959990317
2025-08-01,Skoomael,16833,1,24772807684204100057
2025-08-01,Snorpan,16809,0,15716680213465747080
2025-08-01,Holdhur,18646,0,40029968951634861732
2025-08-01,Andhar,19139,1,21026341619169461920
2025-08-01,_disenchanted,16901,0,10654655429599903170
2025-08-01,Willythepimp,17102,0,27951639411664797184
2025-08-01,Lamagrà,18817,1,73954762128266434370
2025-08-01,_disenchanted,16938,0,81347723629599903170
