Item,ItemId,Name,Date
"Aged Core Leather Gloves",18823,Vancleef,"2025-07-25 20:56:04"
"Azuresong Mageblade",17103,Motor,"2025-07-25 20:48:55"
"Azuresong Mageblade",17103,Poorpower,"2025-07-25 17:28:55"
"Band of Accuria",17063,Ameelia,"2025-07-25 20:40:48"
"Band of Accuria",17063,Ameelia,"2025-07-25 20:40:48"
"Band of Accuria",17063,Minetkomat,"2025-07-25 18:07:13"
"Band of Accuria",17063,Minetkomat,"2025-07-25 18:07:13"
"Band of Accuria",17063,Rannek,"2025-07-25 19:16:58"
"Band of Accuria",17063,Rannek,"2025-07-25 19:16:58"
"Bonereaver's Edge",17076,Aiva,"2025-07-25 18:50:51"
"Bonereaver's Edge",17076,Aiva,"2025-07-25 18:50:51"
"Bonereaver's Edge",17076,Andhar,"2025-07-25 18:12:56"
"Brutality Blade",18832,Birkler,"2025-07-25 20:48:34"
"Brutality Blade",18832,Yulepunch,"2025-07-25 17:30:24"
"Cauterizing Band",19140,Holdhur,"2025-07-25 20:43:55"
"Cauterizing Band",19140,Sixto,"2025-07-25 19:09:39"
"Cauterizing Band",19140,Thoreon,"2025-07-25 18:47:08"
"Cauterizing Band",19140,Ylvinne,"2025-07-25 18:31:24"
"Choker of the Fire Lord",18814,Littledoom,"2025-07-25 19:02:17"
"Choker of the Fire Lord",18814,Poorpower,"2025-07-25 17:28:55"
"Cloak of the Shrouded Mists",17102,Saelynn,"2025-07-25 17:22:59"
"Fiery Core",17010,Michalion,"2025-07-25 17:28:47"
"Fiery Core",17010,Michalion,"2025-07-25 17:28:47"
"Formula: Enchant Weapon - Healing Power",18260,Vallon,"2025-07-25 17:30:57"
"Formula: Enchant Weapon - Spell Power",18259,Vallon,"2025-07-25 17:30:57"
"Gauntlets of Might",16863,Yulepunch,"2025-07-25 17:30:24"
"Giantstalker's Breastplate",16845,Saelynn,"2025-07-25 17:22:59"
"Judgement Legplates",16954,Thoreon,"2025-07-25 18:47:08"
"Lava Core",17011,Mornie,"2025-07-25 19:03:17"
"Lava Core",17011,Mornie,"2025-07-25 19:03:17"
"Leggings of Transcendence",16922,Angiel,"2025-07-25 19:06:39"
"Leggings of Transcendence",16922,Bucurie,"2025-07-25 19:04:23"
"Leggings of Transcendence",16922,Holdhur,"2025-07-25 20:43:55"
"Mana Igniting Cord",19136,Filbyter,"2025-07-25 19:03:46"
"Mana Igniting Cord",19136,Littledoom,"2025-07-25 19:02:17"
"Onslaught Girdle",19137,Aminth,"2025-07-25 19:00:20"
"Onslaught Girdle",19137,Farlopo,"2025-07-25 19:12:54"
"Onslaught Girdle",19137,Farlopo,"2025-07-25 19:12:54"
"Onslaught Girdle",19137,Frozenwarr,"2025-07-25 20:48:13"
"Onslaught Girdle",19137,Lillkungs,"2025-07-25 17:23:33"
"Onslaught Girdle",19137,Shadowtelios,"2025-07-25 20:45:28"
"Onslaught Girdle",19137,Shadowtelios,"2025-07-25 20:45:28"
"Onslaught Girdle",19137,Zimligimli,"2025-07-25 18:26:38"
"Onslaught Girdle",19137,Zimligimli,"2025-07-25 18:26:38"
"Perdition's Blade",18816,Vancleef,"2025-07-25 20:56:04"
"Quick Strike Ring",18821,Aminth,"2025-07-25 19:00:20"
"Quick Strike Ring",18821,Andhar,"2025-07-25 18:12:56"
"Quick Strike Ring",18821,Ashbringerr,"2025-07-25 19:14:10"
"Quick Strike Ring",18821,Ashbringerr,"2025-07-25 19:14:10"
"Quick Strike Ring",18821,Frozenwarr,"2025-07-25 20:48:13"
"Quick Strike Ring",18821,Kennor,"2025-07-25 19:02:34"
"Quick Strike Ring",18821,Lillkungs,"2025-07-25 17:23:33"
"Quick Strike Ring",18821,Stridaren,"2025-07-25 20:45:11"
"Ring of Spell Power",19147,Filbyter,"2025-07-25 19:03:46"
"Ring of Spell Power",19147,Motor,"2025-07-25 20:48:55"
"Salamander Scale Pants",18875,Ylvinne,"2025-07-25 18:31:24"
"Schematic: Biznicks 247x128 Accurascope",18290,Elfi,"2025-07-25 18:33:59"
"Schematic: Biznicks 247x128 Accurascope",18290,Elfi,"2025-07-25 18:33:59"
"Schematic: Biznicks 247x128 Accurascope",18290,Lamagrà,"2025-07-25 17:45:41"
"Schematic: Biznicks 247x128 Accurascope",18290,Lamagrà,"2025-07-25 17:45:41"
"Schematic: Core Marksman Rifle",18292,Bruceli,"2025-07-25 18:46:06"
"Schematic: Core Marksman Rifle",18292,Bruceli,"2025-07-25 18:46:06"
"Schematic: Core Marksman Rifle",18292,Milshunter,"2025-07-25 20:47:49"
"Schematic: Force Reactive Disk",18291,Kennor,"2025-07-25 19:02:34"
"Schematic: Force Reactive Disk",18291,Milshunter,"2025-07-25 20:47:49"
"Striker's Mark",17069,Birkler,"2025-07-25 20:48:34"
"Striker's Mark",17069,Deliciouss,"2025-07-25 17:55:56"
"Striker's Mark",17069,Deliciouss,"2025-07-25 17:55:56"
"Striker's Mark",17069,Nl,"2025-07-25 19:31:38"
"Striker's Mark",17069,Nl,"2025-07-25 19:31:38"
"Striker's Mark",17069,Stridaren,"2025-07-25 20:45:11"
"The Eye of Divinity",18646,Angiel,"2025-07-25 19:06:39"
