Item,ItemId,Name,Date
"Ashjre'thul, Crossbow of Smiting",19361,Alagathor,"2026-01-02 18:59:27"
"Ashjre'thul, Crossbow of Smiting",19361,Alagathor,"2026-01-02 18:59:27"
"Ashjre'thul, Crossbow of Smiting",19361,Nostalgia,"2026-01-02 19:32:00"
"Ashjre'thul, Crossbow of Smiting",19361,Omershoots,"2026-01-02 19:18:14"
"Ashjre'thul, Crossbow of Smiting",19361,Ulthras,"2026-01-02 19:04:08"
"Ashkandi, Greatsword of the Brotherhood",19364,Nostalgia,"2026-01-02 19:32:00"
"Ashkandi, Greatsword of the Brotherhood",19364,Shelf,"2026-01-02 19:00:33"
"Bloodfang Bracers",16911,Gordman,"2026-01-02 13:37:46"
"Bloodfang Chestpiece",16905,Anunaki,"2026-01-02 13:46:12"
"Boots of Pure Thought",19437,Melancholia,"2026-01-02 19:19:09"
"Boots of Pure Thought",19437,Mornie,"2026-01-02 13:32:43"
"Boots of Pure Thought",19437,Mornie,"2026-01-02 13:32:43"
"Bracers of Arcane Accuracy",19374,Ixian,"2026-01-02 18:46:09"
"Bracers of Arcane Accuracy",19374,Lucifeinar,"2026-01-02 16:48:01"
"Chromatic Boots",19387,Birkler,"2026-01-02 19:20:55"
"Chromatic Boots",19387,Boomer,"2026-01-02 15:06:58"
"Chromatic Boots",19387,Boomer,"2026-01-02 15:06:58"
"Chromatic Boots",19387,Bruceli,"2026-01-02 18:53:40"
"Chromatic Boots",19387,Bruceli,"2026-01-02 18:53:40"
"Chromatic Boots",19387,Sno,"2026-01-02 17:37:58"
"Chromatic Boots",19387,Sno,"2026-01-02 17:37:58"
"Chromatic Boots",19387,Tochopolvo,"2026-01-02 15:37:37"
"Chromatic Boots",19387,Zimligimli,"2026-01-02 15:12:22"
"Chromatic Boots",19387,Zimligimli,"2026-01-02 15:12:22"
"Chromatically Tempered Sword",19352,Aminth,"2026-01-02 14:31:48"
"Chromatically Tempered Sword",19352,Aminth,"2026-01-02 14:31:48"
"Chromatically Tempered Sword",19352,Fletch,"2026-01-02 18:46:15"
"Chromatically Tempered Sword",19352,Terrora,"2026-01-02 18:54:31"
"Chromatically Tempered Sword",19352,Terrora,"2026-01-02 18:54:31"
"Chromatically Tempered Sword",19352,Tochopolvo,"2026-01-02 15:37:37"
"Chromatically Tempered Sword",19352,Tripplex,"2026-01-02 19:27:35"
"Circle of Applied Force",19432,Farlomaker,"2026-01-02 19:24:50"
"Circle of Applied Force",19432,Whorm,"2026-01-02 19:28:51"
"Claw of Chromaggus",19347,Lucifeinar,"2026-01-02 16:48:01"
"Cloak of Firemaw",19398,Atomik,"2026-01-02 18:33:23"
"Crul'shorukh, Edge of Chaos",19363,Shelf,"2026-01-02 19:00:33"
"Dragonstalker's Breastplate",16942,Omershoots,"2026-01-02 19:18:14"
"Dragonstalker's Spaulders",16937,Ulthras,"2026-01-02 19:04:08"
"Drake Fang Talisman",19406,Anunaki,"2026-01-02 13:46:12"
"Drake Fang Talisman",19406,Birkler,"2026-01-02 19:20:55"
"Drake Fang Talisman",19406,Gordman,"2026-01-02 13:37:46"
"Drake Fang Talisman",19406,Selenax,"2026-01-02 13:33:02"
"Drake Talon Pauldrons",19394,Farlomaker,"2026-01-02 19:24:50"
"Drake Talon Pauldrons",19394,Yulepunch,"2026-01-02 19:33:21"
"Elementium Ore",18562,Corvere,"2026-01-02 18:51:45"
"Elementium Ore",18562,Deliciouss,"2026-01-02 16:44:01"
"Elementium Ore",18562,Deliciouss,"2026-01-02 16:44:01"
"Empowered Leggings",19385,Sandomin,"2026-01-02 13:08:08"
"Empowered Leggings",19385,Sandomin,"2026-01-02 13:08:08"
"Empowered Leggings",19385,Skybacon,"2026-01-02 18:58:03"
"Handguards of Transcendence",16920,Giggles,"2026-01-02 13:38:42"
"Handguards of Transcendence",16920,Hardocigg,"2026-01-02 13:39:38"
"Lifegiving Gem",19341,Macharius,"2026-01-02 17:36:56"
"Lifegiving Gem",19341,Whorm,"2026-01-02 19:28:51"
"Lok'amir il Romathis",19360,Giggles,"2026-01-02 13:38:42"
"Lok'amir il Romathis",19360,Skybacon,"2026-01-02 18:58:03"
"Maladath, Runed Blade of the Black Flight",19351,Atomik,"2026-01-02 18:33:23"
"Maladath, Runed Blade of the Black Flight",19351,Corvere,"2026-01-02 18:51:45"
"Maladath, Runed Blade of the Black Flight",19351,Macharius,"2026-01-02 17:36:56"
"Maladath, Runed Blade of the Black Flight",19351,Tripplex,"2026-01-02 19:27:35"
"Mish'undare, Circlet of the Mind Flayer",19375,Tiianna,"2026-01-02 16:55:01"
"Neltharion's Tear",19379,Ixian,"2026-01-02 18:46:09"
"Neltharion's Tear",19379,Karathir,"2026-01-02 16:25:54"
"Neltharion's Tear",19379,Karathir,"2026-01-02 16:25:54"
"Neltharion's Tear",19379,Shadory,"2026-01-02 19:08:20"
"Neltharion's Tear",19379,Shadory,"2026-01-02 19:08:20"
"Neltharion's Tear",19379,Tinkiton,"2026-01-02 15:18:24"
"Neltharion's Tear",19379,Tinkiton,"2026-01-02 15:18:24"
"Netherwind Belt",16818,Eldoren,"2026-01-02 13:11:43"
"Netherwind Mantle",16917,Eldoren,"2026-01-02 13:11:43"
"Prestor's Talisman of Connivery",19377,Fletch,"2026-01-02 18:46:15"
"Pure Elementium Band",19382,Fitthake,"2026-01-02 16:42:52"
"Pure Elementium Band",19382,Melancholia,"2026-01-02 19:19:09"
"Pure Elementium Band",19382,Turaleon,"2026-01-02 14:00:13"
