Item,ItemId,Name,Date
"Amulet of Vek'nilash",21608,Freesandwich,"2026-03-01 13:31:13"
"Amulet of Vek'nilash",21608,Freesandwich,"2026-03-01 13:31:13"
"Amulet of Vek'nilash",21608,Raskous,"2026-03-01 14:53:02"
"Amulet of Vek'nilash",21608,Tinkiton,"2026-03-01 15:59:11"
"Ancient Qiraji Ripper",21650,Corvere,"2026-03-01 17:50:55"
"Ancient Qiraji Ripper",21650,Tripplex,"2026-03-01 14:07:57"
"Badge of the Swarmguard",21670,Birkler,"2026-03-01 19:30:02"
"Badge of the Swarmguard",21670,Bruceli,"2026-03-01 13:29:24"
"Badge of the Swarmguard",21670,Bruceli,"2026-03-01 13:29:24"
"Badge of the Swarmguard",21670,Tochopolvo,"2026-03-01 13:15:17"
"Barb of the Sand Reaver",21635,Cartouche,"2026-03-01 19:20:35"
"Belt of Never-ending Agony",21586,Tripplex,"2026-03-01 14:07:57"
"Bracelets of Royal Redemption",21604,Yulefuel,"2026-03-01 19:11:03"
"Breastplate of Annihilation",21814,Terrora,"2026-03-01 19:45:48"
"Breastplate of Annihilation",21814,Theodeus,"2026-03-01 18:04:33"
"Carapace of the Old God",20929,Fjall,"2026-03-01 19:03:11"
"Cloak of Clarity",21583,Hoiga,"2026-03-01 19:40:38"
"Cloak of Clarity",21583,Kristin,"2026-03-01 13:52:56"
"Cloak of Clarity",21583,Kristin,"2026-03-01 13:52:56"
"Cloak of Clarity",21583,Maruan,"2026-03-01 17:59:37"
"Cloak of Concentrated Hatred",21701,Mèzz,"2026-03-01 19:15:59"
"Cloak of the Devoured",22731,Danmage,"2026-03-01 19:40:08"
"Cloak of the Devoured",22731,Voidlocks,"2026-03-01 19:34:13"
"Dark Edge of Insanity",21134,Theodeus,"2026-03-01 18:04:33"
"Dark Storm Gauntlets",21585,Blues,"2026-03-01 13:07:38"
"Dark Storm Gauntlets",21585,Danmage,"2026-03-01 19:40:08"
"Death's Sting",21126,Corvere,"2026-03-01 17:50:55"
"Don Rigoberto's Lost Hat",21615,Schwabi,"2026-03-01 15:02:21"
"Eye of C'Thun",21221,Gordman,"2026-03-01 19:19:10"
"Eye of C'Thun",21221,Gordman,"2026-03-01 19:19:10"
"Eye of C'Thun",21221,Kennor,"2026-03-01 18:43:07"
"Eye of C'Thun",21221,Macharius,"2026-03-01 17:42:41"
"Eye of C'Thun",21221,Tinkiton,"2026-03-01 15:59:11"
"Eyestalk Waist Cord",22730,Blues,"2026-03-01 13:07:38"
"Eyestalk Waist Cord",22730,Soulchained,"2026-03-01 19:22:28"
"Formula: Enchant Gloves - Fire Power",20729,Lilleline,"2026-03-01 19:41:52"
"Formula: Enchant Gloves - Healing Power",20730,Lilleline,"2026-03-01 19:41:52"
"Garb of Royal Ascension",21838,Frostypop,"2026-03-01 19:26:10"
"Gauntlets of Annihilation",21581,Macharius,"2026-03-01 17:42:41"
"Gauntlets of Annihilation",21581,Tochopolvo,"2026-03-01 13:15:17"
"Grasp of the Old God",21582,Sixto,"2026-03-01 16:37:24"
"Hive Defiler Wristguards",21618,Farlomaker,"2026-03-01 19:32:58"
"Hive Defiler Wristguards",21618,Kennor,"2026-03-01 18:43:07"
"Idol of Death",20876,Mornie,"2026-03-01 16:35:46"
"Idol of Rebirth",20878,Mornie,"2026-03-01 16:35:46"
"Idol of War",20882,Aminth,"2026-03-01 18:45:58"
"Idol of the Sun",20874,Aminth,"2026-03-01 18:45:58"
"Imperial Qiraji Armaments",21232,Eïnherjar,"2026-03-01 19:24:09"
"Imperial Qiraji Armaments",21232,Harrylarry,"2026-03-01 17:24:27"
"Imperial Qiraji Armaments",21232,Mèzz,"2026-03-01 19:15:59"
"Imperial Qiraji Regalia",21237,Voidlocks,"2026-03-01 19:34:13"
"Jom Gabbar",23570,Farlomaker,"2026-03-01 19:32:58"
"Jom Gabbar",23570,Skoomael,"2026-03-01 19:30:43"
"Larvae of the Great Worm",23557,Eïnherjar,"2026-03-01 19:24:09"
"Legplates of Blazing Light",21667,Schwabi,"2026-03-01 15:02:21"
"Mark of C'Thun",22732,Invtotank,"2026-03-01 14:13:53"
"Ouro's Intact Hide",20927,Fjall,"2026-03-01 19:03:11"
"Qiraji Bindings of Command",20928,Terrora,"2026-03-01 19:45:48"
"Qiraji Bindings of Command",20928,Yulefuel,"2026-03-01 19:11:03"
"Qiraji Execution Bracers",21602,Harrylarry,"2026-03-01 17:24:27"
"Ring of Swarming Thought",21707,Amima,"2026-03-01 13:15:52"
"Ring of the Godslayer",21596,Cartouche,"2026-03-01 19:20:35"
"Ring of the Godslayer",21596,Invtotank,"2026-03-01 14:13:53"
"Ring of the Martyr",21620,Hoiga,"2026-03-01 19:40:38"
"Ring of the Qiraji Fury",21677,Zuurk,"2026-03-01 15:25:46"
"Robes of the Guardian Saint",21663,Birkler,"2026-03-01 19:30:02"
"Royal Scepter of Vek'lor",21597,Raskous,"2026-03-01 14:53:02"
"Scepter of the False Prophet",21839,Maruan,"2026-03-01 17:59:37"
