dateTime,character,itemID,offspec,id
2026-02-01,Mercîless,21700,1,27237373691995096557
2026-02-01,Mornie,21707,1,38179820612184251964
2026-02-01,_disenchanted,21689,0,36100758462436880882
2026-02-01,Belokan,21693,0,17219483581540421563
2026-02-01,Freesandwich,21321,0,17984979238381238700
2026-02-01,Yulefuel,20728,0,17993535866988004800
2026-02-01,Cyltanas,21648,0,34361384621364239027
2026-02-01,Hoiga,21666,0,33540503839429248990
2026-02-01,Giggles,21625,0,36785280332829001766
2026-02-01,Mercîless,21645,0,15943085331995096557
2026-02-01,Farlomaker,21665,0,22647900111444691184
2026-02-01,Farlomaker,20928,0,14549347491444691184
2026-02-01,_disenchanted,20932,0,35780998332436880882
2026-02-01,Symm,21617,1,37998459811918398470
2026-02-01,Macharius,21237,0,43110895115411320300
2026-02-01,Utzemekanism,20726,0,38258786233222755000
2026-02-01,Cyltanas,21600,0,25751100013642390270
2026-02-01,Tripplex,20928,0,27713995203004492620
2026-02-01,Macharius,21679,1,34754462921541132030
2026-02-01,_disenchanted,20930,0,26273533324368808820
2026-02-01,Utzemekanism,21221,0,20841658383322275500
2026-02-01,_disenchanted,20931,0,14546411022436880882
2026-02-01,Blues,20927,0,38154516894052288065
2026-02-01,Farlomaker,20929,0,35182515021444691184
2026-02-01,Birkler,22732,1,18696851074694867090
2026-02-01,Fletch,23570,0,24414153192300715434
2026-02-01,Flaggermus,22731,0,24357289453398520372
