dateTime,character,itemID,offspec,id
2025-07-06,Dreschflegel,21698,0,16879650663805049318
2025-07-06,Dreschflegel,21704,0,99906075038050493180
2025-07-06,Datsik,21697,1,37401671293481237413
2025-07-06,Constant,21690,0,32337362262809589941
2025-07-06,Fjordur,22222,0,31424099533670702885
2025-07-06,Trollkarl,21671,0,37906997679774471580
2025-07-06,Minetkomat,21647,0,31090897501460924848
2025-07-06,Adya,21665,0,51595565025568108360
2025-07-06,Highlordbane,20932,0,32956134774292918613
2025-07-06,Frozenwarr,21621,0,27367230911482131460
2025-07-06,Shirley,20928,0,20946304781488769355
2025-07-06,Saelynn,21599,0,27964783792505910966
2025-07-06,Filbyter,20926,0,16885436573609532858
2025-07-06,Sixto,21609,0,26433988182908211362
2025-07-06,Mf,20930,0,90217047218906782650
2025-07-06,Yulefuel,20735,0,38796322423286139172
2025-07-06,Ashbringerr,21891,0,20618979315223325720
2025-07-06,Shirley,21221,0,42437485861488769355
2025-07-06,Mf,20929,0,44186564418906782650
2025-07-06,Lilleline,22730,0,28755960630044689130
2025-07-06,Datsik,20933,0,32387329283481237413
2025-07-06,Aminth,21581,0,24542343792506488714
2025-07-06,Trollkarl,20927,0,87579831697744715800
2025-07-06,Sixto,20931,1,30117839972908211362
2025-07-06,Bruceli,23570,0,18833089631298288469
2025-07-06,Caesartje,20729,0,15169300131771549320
