dateTime,character,itemID,offspec,id
2025-08-31,Raskous,21323,0,16772474631402156137
2025-08-31,Snedskaft,21323,0,24849072413347076502
2025-08-31,Gordman,21324,0,37054280991186761146
2025-08-31,Drimpen,21814,0,26315053002793100955
2025-08-31,Gordman,21701,0,28800234571186761146
2025-08-31,Drimpen,21218,0,11301150422793100955
2025-08-31,Belokan,21690,0,30375285482175262890
2025-08-31,Etowa,21694,0,35004752444634977000
2025-08-31,Holdhur,21671,1,13275037601746593624
2025-08-31,Belokan,21675,0,12268368702175262890
2025-08-31,Aminth,21639,1,36101949462691142899
2025-08-31,Belokan,21665,0,26814329602175262890
2025-08-31,Raskous,21838,0,14192966781402156137
2025-08-31,Farlopo,21324,0,65215557818661076140
2025-08-31,Snedskaft,20928,0,63278232333470765020
2025-08-31,Belokan,21621,1,25494547621752628900
2025-08-31,Poorpower,20932,0,34457872141747506911
2025-08-31,Raskous,20926,0,33661106414021561370
2025-08-31,Birkler,21606,1,84558392111043280360
2025-08-31,Drimpen,21598,1,33272357792793100955
2025-08-31,Snedskaft,20930,0,37069107933470765020
2025-08-31,Minetkomat,21321,0,42906712716455790330
2025-08-31,Vallon,21221,0,42761854623575199633
2025-08-31,Drimpen,21134,0,31881431927931009550
2025-08-31,Holdhur,20933,0,10589408031746593624
2025-08-31,Saelynn,20929,0,14743024714001341400
2025-08-31,Saelynn,21596,0,42000321704001341400
2025-08-31,Snedskaft,20927,0,17709638753347076502
2025-08-31,Rannek,23557,0,17205450593620758396
2025-08-31,Raskous,20931,0,38649520781402156137
