dateTime,character,itemID,offspec,id
2025-12-14,Dumbdumb,21701,0,41711500239128293780
2025-12-14,Melancholia,21703,1,34997293041161496655
2025-12-14,Birkler,21688,0,28797649063572041347
2025-12-14,Shelf,21693,1,42034353311761955725
2025-12-14,Corvere,21670,0,39216433371346761371
2025-12-14,_disenchanted,21675,0,14047237051244468229
2025-12-14,Soulchained,21627,0,20802519501722699044
2025-12-14,_disenchanted,21651,0,33315248811244468229
2025-12-14,Hoiga,21619,0,19873569303506689982
2025-12-14,Boomer,20928,0,32736949442754473230
2025-12-14,Snotspat,21622,0,48750899010918095670
2025-12-14,Skybacon,20932,1,37893273047597227170
2025-12-14,Zbleh,20928,0,42572266173068903317
2025-12-14,Nibix,21608,0,51075507513049041750
2025-12-14,Shelf,21598,1,33174254581761955725
2025-12-14,Melancholia,20930,1,55033517116149665500
2025-12-14,Shelf,20926,0,31717219821761955725
2025-12-14,Raskous,20729,0,33301892994036258458
2025-12-14,Meliva,23558,0,16428787167719201600
2025-12-14,Tripplex,20927,0,40913658682568257703
2025-12-14,Nibix,21221,0,89438622913049041750
2025-12-14,Tochopolvo,20929,0,22167714991589629204
2025-12-14,Raskous,22731,0,23142129403625845800
2025-12-14,Bruceli,21581,0,82374835013001042160
2025-12-14,Hoiga,20933,0,72168265235066899820
