dateTime,character,itemID,offspec,id
2026-02-11,Zaiterlo,22355,1,27922486051602577489
2026-02-11,Sixto,23666,1,69160856210832594730
2026-02-11,Skoomael,22726,0,13322410861736125088
2026-02-11,Fletch,22941,0,55219178015112152270
2026-02-11,Eredoor,22364,0,38879682842714379262
2026-02-11,Mornie,22947,1,21990286432193541161
2026-02-11,Hoiga,22371,0,37792842523153424692
2026-02-11,Mornie,23069,1,34683131572193541161
2026-02-11,Snotspat,23031,0,27822313773854427700
2026-02-11,Hmmguard,22356,0,27419763921911798520
2026-02-11,Skoomael,22726,0,28347813591736125088
2026-02-11,Skybacon,22363,0,14549106044064574150
2026-02-11,Fitthake,23036,0,21795137133165329892
2026-02-11,Skybacon,22359,0,38104854384064574150
2026-02-11,Zbleh,23039,0,96739949927156380270
2026-02-11,Fletch,23018,0,11243697341511215227
2026-02-11,Hmmguard,22358,0,24634206542191179852
2026-02-11,Skoomael,22726,0,26315778631736125088
2026-02-11,Hoiga,22372,0,14892476043153424692
2026-02-11,Vallon,23021,1,32030883851565593559
2026-02-11,Hmmguard,23226,0,42762809282191179852
2026-02-11,Hmmguard,23226,1,36623770021911798520
2026-02-11,Sixto,22350,0,28014251721083259473
2026-02-11,Turaleon,22349,0,33861871933469459033
2026-02-11,Corvere,22809,0,24101512282881652811
2026-02-11,Skybacon,22809,1,19883651664064574150
