Item,ItemId,Name,Date
"Band of Reanimation",22961,Milshunter,"2025-11-12 18:43:26"
"Band of Reanimation",22961,Mssingno,"2025-11-11 21:14:55"
"Band of Unanswered Prayers",22939,Holychad,"2025-11-12 19:09:39"
"Band of Unanswered Prayers",22939,Sandomin,"2025-11-11 20:42:34"
"Band of Unnatural Forces",23038,Alagar,"2025-11-12 19:28:01"
"Band of Unnatural Forces",23038,Holephuc,"2025-11-12 20:01:48"
"Band of Unnatural Forces",23038,Milshunter,"2025-11-12 18:43:26"
"Band of Unnatural Forces",23038,Minetkomat,"2025-11-12 18:01:56"
"Band of Unnatural Forces",23038,Rannek,"2025-11-12 14:52:06"
"Band of the Inevitable",23031,Flaggermus,"2025-11-12 12:58:28"
"Band of the Inevitable",23031,Utzemekanism,"2025-11-12 12:24:30"
"Brimstone Staff",22800,Lilleline,"2025-11-12 19:49:07"
"Brimstone Staff",22800,Michalion,"2025-11-11 21:34:06"
"Cloak of Suturing",22960,Amima,"2025-11-11 21:23:33"
"Cloak of Suturing",22960,Holychad,"2025-11-12 19:09:39"
"Cloak of Suturing",22960,Mezz,"2025-11-11 21:37:42"
"Cloak of the Scourge",23030,Fletch,"2025-11-12 19:36:49"
"Corrupted Ashbringer",22691,Brotherofwar,"2025-11-12 19:19:19"
"Corrupted Ashbringer",22691,Brotherofwar,"2025-11-12 19:19:19"
"Corrupted Ashbringer",22691,Fjordur,"2025-11-12 19:53:47"
"Cryptfiend Silk Cloak",22938,Deliciouss,"2025-11-12 18:13:10"
"Crystal Webbed Robe",23220,Michalion,"2025-11-11 21:34:06"
"Crystal Webbed Robe",23220,Vallon,"2025-11-12 15:42:36"
"Desecrated Boots",22365,Sixto,"2025-11-12 18:21:07"
"Desecrated Circlet",22367,Gangrecoeur,"2025-11-12 10:42:08"
"Desecrated Headpiece",22360,Mezz,"2025-11-11 21:37:42"
"Desecrated Headpiece",22360,Mssingno,"2025-11-11 21:14:55"
"Desecrated Headpiece",22360,Sixto,"2025-11-12 18:21:07"
"Desecrated Headpiece",22360,Skoomael,"2025-11-12 19:36:03"
"Desecrated Legguards",22359,Saelynn,"2025-11-11 20:59:58"
"Desecrated Legguards",22359,Saelynn,"2025-11-11 20:59:58"
"Desecrated Legplates",22352,Deliciouss,"2025-11-12 18:13:10"
"Desecrated Legplates",22352,Gordman,"2025-11-11 22:58:25"
"Desecrated Legplates",22352,Rannek,"2025-11-12 14:52:06"
"Desecrated Robe",22351,Yulefuel,"2025-11-12 19:53:59"
Doomfinger,22821,Lilleline,"2025-11-12 19:49:07"
"Eye of the Dead",23047,Mornie,"2025-11-11 20:42:21"
"Eye of the Dead",23047,Yulefuel,"2025-11-12 19:53:59"
"Girdle of the Mentor",23219,Aminth,"2025-11-11 21:14:15"
"Girdle of the Mentor",23219,Symm,"2025-11-12 12:51:55"
"Gressil, Dawn of Ruin",23054,Krits,"2025-11-12 18:45:37"
"Gressil, Dawn of Ruin",23054,Krits,"2025-11-12 18:45:37"
"Hammer of the Twisting Nether",23056,Amima,"2025-11-11 21:23:33"
"Hammer of the Twisting Nether",23056,Sandomin,"2025-11-11 20:42:34"
"Harbinger of Doom",23044,Holephuc,"2025-11-12 20:01:48"
"Harbinger of Doom",23044,Willythepimp,"2025-11-12 18:29:31"
"Iblis, Blade of the Fallen Seraph",23014,Aminth,"2025-11-11 21:14:15"
"Iblis, Blade of the Fallen Seraph",23014,Birkler,"2025-11-11 20:46:56"
"Iblis, Blade of the Fallen Seraph",23014,Lillkungs,"2025-11-12 12:44:14"
Kingsfall,22802,Minetkomat,"2025-11-12 18:01:56"
"Kiss of the Spider",22954,Birkler,"2025-11-11 20:46:56"
"Kiss of the Spider",22954,Gordman,"2025-11-11 22:58:25"
"Kiss of the Spider",22954,Symm,"2025-11-12 12:51:55"
"Kiss of the Spider",22954,Zaiterlo,"2025-11-12 16:24:58"
"Kiss of the Spider",22954,Zimligimli,"2025-11-11 21:31:55"
"Leggings of Polarity",23070,Flaggermus,"2025-11-12 12:58:28"
"Leggings of Polarity",23070,Snotspat,"2025-11-12 18:54:03"
"Legplates of Carnage",23068,Alagar,"2025-11-12 19:28:01"
"Legplates of Carnage",23068,Farlopo,"2025-11-12 18:58:42"
"Legplates of Carnage",23068,Zaiterlo,"2025-11-12 16:24:58"
"Misplaced Servo Arm",23221,Willythepimp,"2025-11-12 18:29:31"
"Plated Abomination Ribcage",23000,Mercury,"2025-11-11 21:15:50"
"Plated Abomination Ribcage",23000,Tanky,"2025-11-12 17:08:40"
"Plated Abomination Ribcage",23000,Zimligimli,"2025-11-11 21:31:55"
"Preceptor's Hat",23035,Vallon,"2025-11-12 15:42:36"
"Rime Covered Mantle",22983,Utzemekanism,"2025-11-12 12:24:30"
"Sapphiron's Right Eye",23048,Mornie,"2025-11-11 20:42:21"
"The Castigator",22808,Boomer,"2025-11-12 18:44:38"
"The Castigator",22808,Boomer,"2025-11-12 18:44:38"
"The Castigator",22808,Farlopo,"2025-11-12 18:58:42"
"The Castigator",22808,Lillkungs,"2025-11-12 12:44:14"
"The Castigator",22808,Tanky,"2025-11-12 17:08:40"
"The Widow's Embrace",22942,Maruan,"2025-11-12 19:16:44"
"The Widow's Embrace",22942,Skoomael,"2025-11-12 19:36:03"
"Wand of the Whispering Dead",23009,Maruan,"2025-11-12 19:16:44"
"Widow's Remorse",22806,Fletch,"2025-11-12 19:36:49"
"Widow's Remorse",22806,Mercury,"2025-11-11 21:15:50"
"Wraith Blade",22807,Gangrecoeur,"2025-11-12 10:42:08"
"Wraith Blade",22807,Snotspat,"2025-11-12 18:54:03"
"Wristguards of Vengeance",22936,Fjordur,"2025-11-12 19:53:47"
