dateTime,character,itemID,offspec,id
2025-11-12,Deliciouss,22938,0,26318510674224680975
2025-11-12,Maruan,22942,0,10169557315157886200
2025-11-12,Krits,22804,0,25249279491179408570
2025-11-12,Amima,22364,0,30712155255014678760
2025-11-12,Amima,22960,0,45504180650146787600
2025-11-12,Michalion,22368,0,73303288530089195880
2025-11-12,Willythepimp,22810,0,45521511629091807490
2025-11-12,Utzemekanism,22983,0,17133458461334142522
2025-11-12,Aminth,22354,0,11860624901674162600
2025-11-12,Skoomael,22361,0,19105042991021381830
2025-11-12,Boomer,22808,0,39359571363398357913
2025-11-12,Skoomael,22360,0,14605830961021381830
2025-11-12,Fletch,22353,0,25930514044172195613
2025-11-12,Mezz,23029,0,11779477963240445061
2025-11-12,Holychad,22363,0,13878354203978844354
2025-11-12,Zaiterlo,23033,1,63306768142635578750
2025-11-12,Rannek,22352,0,26157708892603778109
2025-11-12,Deliciouss,22352,0,23871435574224680975
2025-11-12,Birkler,23042,1,92154682923925948610
2025-11-12,Symm,23018,0,14742032503063320014
2025-11-12,Sixto,22365,0,11283144642075885248
2025-11-12,Zimligimli,23023,0,29880757673765057061
