Item,ItemId,Name,Date
"Band of Unanswered Prayers",22939,Babiloniap,"2026-06-17 19:20:57"
"Band of Unnatural Forces",23038,Macharius,"2026-06-17 19:23:44"
"Band of Unnatural Forces",23038,Shilwa,"2026-06-17 19:16:12"
"Band of Unnatural Forces",23038,Skoomael,"2026-06-17 18:44:40"
"Cloak of Suturing",22960,Hoiga,"2026-06-17 17:34:57"
"Cloak of Suturing",22960,Nerry,"2026-06-17 19:03:15"
"Corrupted Ashbringer",22691,Schwabi,"2026-06-17 17:52:20"
"Desecrated Circlet",22367,Lygeia,"2026-06-17 18:31:20"
"Desecrated Robe",22351,Lygeia,"2026-06-17 18:31:20"
Doomfinger,22821,Lilleline,"2026-06-17 17:29:01"
"Eye of the Dead",23047,Amima,"2026-06-17 19:16:58"
"Eye of the Dead",23047,Etowa,"2026-06-17 19:23:15"
"Eye of the Dead",23047,Hoiga,"2026-06-17 17:34:57"
"Eye of the Dead",23047,Holdhur,"2026-06-17 19:33:15"
"Eye of the Dead",23047,Sixto,"2026-06-17 17:51:28"
"Girdle of the Mentor",23219,Disponenten,"2026-06-17 17:50:22"
"Girdle of the Mentor",23219,Macharius,"2026-06-17 19:23:44"
"Girdle of the Mentor",23219,Tsome,"2026-06-17 19:17:57"
"Gressil, Dawn of Ruin",23054,Corvere,"2026-06-17 18:13:28"
"Gressil, Dawn of Ruin",23054,Corvere,"2026-06-17 18:13:28"
"Gressil, Dawn of Ruin",23054,Fluffycatto,"2026-06-17 18:40:34"
"Gressil, Dawn of Ruin",23054,Fluffycatto,"2026-06-17 18:40:34"
"Gressil, Dawn of Ruin",23054,Rannek,"2026-06-17 17:35:03"
"Gressil, Dawn of Ruin",23054,Rannek,"2026-06-17 17:35:03"
"Gressil, Dawn of Ruin",23054,Shadowtelios,"2026-06-17 17:28:19"
"Gressil, Dawn of Ruin",23054,Tochopolvo,"2026-06-17 17:30:32"
"Hammer of the Twisting Nether",23056,Amima,"2026-06-17 19:16:58"
"Hammer of the Twisting Nether",23056,Sandomin,"2026-06-17 19:21:07"
"Hammer of the Twisting Nether",23056,Sandomin,"2026-06-17 19:21:07"
"Hammer of the Twisting Nether",23056,Schwabi,"2026-06-17 17:52:20"
"Hammer of the Twisting Nether",23056,Sixto,"2026-06-17 17:51:28"
"Hatchet of Sundered Bone",22816,Mèzz,"2026-06-17 19:33:46"
"Iblis, Blade of the Fallen Seraph",23014,Krits,"2026-06-17 18:35:24"
"Iblis, Blade of the Fallen Seraph",23014,Shilwa,"2026-06-17 19:16:12"
Kingsfall,22802,Willythepimp,"2026-06-17 17:38:05"
"Kiss of the Spider",22954,Bruceli,"2026-06-17 19:31:41"
"Kiss of the Spider",22954,Krits,"2026-06-17 18:35:24"
"Kiss of the Spider",22954,Tochopolvo,"2026-06-17 17:30:32"
"Kiss of the Spider",22954,Tsome,"2026-06-17 19:17:57"
"Leggings of Polarity",23070,Eldoren,"2026-06-17 18:12:56"
"Legplates of Carnage",23068,Aldee,"2026-06-17 19:11:08"
"Legplates of Carnage",23068,Gertggs,"2026-06-17 17:33:17"
"Might of Menethil",22798,Alanakos,"2026-06-17 19:19:23"
"Might of Menethil",22798,Disponenten,"2026-06-17 17:50:22"
