Item,ItemId,Name,Date
"Band of Reanimation",22961,Zuurk,"2026-05-20 17:37:57"
"Band of Unnatural Forces",23038,Krits,"2026-05-20 19:41:53"
"Band of Unnatural Forces",23038,Rannek,"2026-05-20 19:18:38"
"Band of the Inevitable",23031,Skoomael,"2026-05-20 19:18:39"
"Brimstone Staff",22800,Skoomael,"2026-05-20 19:18:39"
"Cloak of Suturing",22960,Skybacon,"2026-05-20 18:27:12"
"Cloak of Suturing",22960,Yulefuel,"2026-05-20 19:34:49"
"Corrupted Ashbringer",22691,Tsome,"2026-05-20 19:37:00"
"Desecrated Belt",22370,Lygeia,"2026-05-20 21:03:45"
"Desecrated Bracers",22355,Fenhir,"2026-05-20 18:43:26"
"Desecrated Gloves",22371,Kristin,"2026-05-20 18:13:14"
"Desecrated Robe",22351,Kristin,"2026-05-20 18:13:14"
"Desecrated Sandals",22372,Bimlyqt,"2026-05-20 16:42:33"
"Desecrated Tunic",22350,Argive,"2026-05-20 19:19:40"
Doomfinger,22821,Lilleline,"2026-05-20 17:45:27"
"Eye of the Dead",23047,Fitthake,"2026-05-20 19:02:54"
"Eye of the Dead",23047,Holdhur,"2026-05-20 18:33:37"
"Eye of the Dead",23047,Sixto,"2026-05-20 17:50:09"
"Eye of the Dead",23047,Skybacon,"2026-05-20 18:27:12"
"Girdle of the Mentor",23219,Macharius,"2026-05-20 18:41:59"
"Girdle of the Mentor",23219,Mèzz,"2026-05-20 19:35:58"
"Gressil, Dawn of Ruin",23054,Corvere,"2026-05-20 19:35:32"
"Gressil, Dawn of Ruin",23054,Rannek,"2026-05-20 19:18:38"
"Gressil, Dawn of Ruin",23054,Shilwa,"2026-05-20 19:40:40"
"Hammer of the Twisting Nether",23056,Etowa,"2026-05-20 19:34:48"
"Hammer of the Twisting Nether",23056,Etowa,"2026-05-20 19:34:48"
"Hammer of the Twisting Nether",23056,Fitthake,"2026-05-20 19:02:54"
"Hammer of the Twisting Nether",23056,Sixto,"2026-05-20 17:50:09"
"Hatchet of Sundered Bone",22816,Mèzz,"2026-05-20 19:35:58"
"Iblis, Blade of the Fallen Seraph",23014,Fenhir,"2026-05-20 18:43:26"
"Iblis, Blade of the Fallen Seraph",23014,Zimligimli,"2026-05-20 17:50:34"
Kingsfall,22802,Selenax,"2026-05-20 16:48:27"
Kingsfall,22802,Selenax,"2026-05-20 16:48:27"
