dateTime,character,itemID,offspec,id
2026-01-21,Eldoren,22935,1,39362474852745336591
2026-01-21,Eldoren,22935,1,22653971892745336591
2026-01-21,Eldoren,22935,1,34270686042745336591
2026-01-21,Zbleh,22362,0,16541183984076386160
2026-01-21,Mornie,22943,1,13640018282709838380
2026-01-21,Farlopo,22357,1,38848514323581404638
2026-01-21,Corvere,22804,1,77303241259434508400
2026-01-21,Lilleline,22726,0,26072796623551926992
2026-01-21,Fjordur,22361,0,32814381742920102345
2026-01-21,Fitthake,22960,0,28938502511242772569
2026-01-21,Aminth,22354,1,19627193383053946793
2026-01-21,Zbleh,22967,1,22170073274076386160
2026-01-21,Skoomael,22726,0,30254896483096873221
2026-01-21,Skoomael,22726,0,15461872683096873221
2026-01-21,Lilleline,22726,0,25321873463551926992
2026-01-21,Sandomin,23075,1,28930212333459399640
2026-01-21,Skoomael,22726,0,37440361233096873221
2026-01-21,Aminth,22801,1,22302993973053946793
2026-01-21,Aminth,22353,0,35582886883053946793
2026-01-21,Etowa,22360,0,18892323240743885900
2026-01-21,Eredoor,22365,0,35140204274270715350
2026-01-21,Yulefuel,23017,1,30982481141270048406
2026-01-21,Skoomael,22726,0,58094458630968732210
2026-01-21,Michalion,23021,1,10996413729373647800
2026-01-21,Tochopolvo,22358,1,36291230618372129170
2026-01-21,Bruceli,23071,0,13522342675476879290
2026-01-21,Fletch,22349,0,25916872482871963360
2026-01-21,Skoomael,22350,0,28394793353096873221
2026-01-21,Skoomael,22726,0,25714303363096873221
2026-01-21,Tochopolvo,22816,0,20138585788372129170
2026-01-21,Utzemekanism,22370,1,20314923952713926715
2026-01-21,Boomer,23068,0,21597489944831748030
2026-01-21,Zbleh,22359,0,38357521294076386160
2026-01-21,Zbleh,22359,0,24241994304076386160
2026-01-21,Sandomin,22359,0,12855996383459399640
2026-01-21,Snotspat,22800,0,10015591082099292410
