dateTime,character,itemID,offspec,id
2025-08-27,Tanky,22936,0,18317134052471688901
2025-08-27,Aminth,22355,0,29432943941935375658
2025-08-27,Botcher,22806,0,18841130314000442430
2025-08-27,Mixedracekid,22362,0,42088859451821464216
2025-08-27,Willgnome,22807,0,23880497840773971960
2025-08-27,Mixedracekid,22364,0,29841503641821464216
2025-08-27,Gordman,22357,0,37494148244309939050
2025-08-27,Milshunter,22816,0,22093226881580936003
2025-08-27,Saelynn,22363,0,15587492911392022757
2025-08-27,Holdhur,22370,0,29781612333098602979
2025-08-27,Lamagrà,23033,1,13709601425645255090
2025-08-27,Krits,22358,0,37797720391957784803
2025-08-27,Skoomael,23004,0,33391822841941982129
2025-08-27,Raskous,23021,0,32600024706463888960
2025-08-27,Aminth,22358,0,21336016971935375658
