dateTime,character,itemID,offspec,id
2025-12-10,Gordman,22935,0,59312146128429178320
2025-12-10,Fletch,22355,0,39279245611865469967
2025-12-10,Alagar,22355,1,39730490113791585099
2025-12-10,Fjordur,22954,0,13599197961611016167
2025-12-10,Holychad,22943,1,22392348461672118720
2025-12-10,Turaleon,22371,0,21597674303823713773
2025-12-10,Turaleon,22364,0,19042208093823713773
2025-12-10,Alagar,23226,0,28031398143791585099
2025-12-10,Datsik,22371,0,24247881821027081005
2025-12-10,Vancleef,22961,0,25968477342441234920
2025-12-10,Turaleon,22361,0,87643266338237137730
2025-12-10,Opalogre,22803,0,39157663710248373250
2025-12-10,Opalogre,22983,0,11077240591024837325
2025-12-10,Tanky,23000,0,33779191182620086600
2025-12-10,Sixto,22360,0,58893741145405495400
2025-12-10,Datsik,22367,0,37178756691027081005
2025-12-10,Turaleon,23006,0,26056092433823713773
2025-12-10,Oundì,22356,0,36835286156782374020
2025-12-10,Datsik,22370,0,35340694910270810050
2025-12-10,Aminth,23033,1,31936430385233230600
2025-12-10,Boomer,23042,1,29432948861776527607
2025-12-10,Turaleon,22366,0,35531623733823713773
2025-12-10,Datsik,22366,0,37623899061027081005
2025-12-10,Mezz,22359,0,22392582971618614755
2025-12-10,Datsik,23017,1,12575523281027081005
2025-12-10,Datsik,22372,0,95434052110270810050
2025-12-10,Mezz,22365,0,14861178621618614755
2025-12-10,Eldoren,23032,1,90677051143625041300
