Item,ItemId,Name,Date
"Band of Unanswered Prayers",22939,Hoiga,"2026-03-25 11:11:15"
"Band of Unanswered Prayers",22939,Skybacon,"2026-03-25 19:26:26"
"Band of Unnatural Forces",23038,Kennor,"2026-03-25 16:29:21"
"Band of Unnatural Forces",23038,Rannek,"2026-03-25 19:19:58"
"Belt of the Grand Crusader",23666,Amima,"2026-03-25 03:48:10"
"Cloak of Suturing",22960,Etowa,"2026-03-25 18:48:19"
"Cloak of Suturing",22960,Holdhur,"2026-03-25 19:40:59"
"Cloak of Suturing",22960,Yulefuel,"2026-03-25 19:19:40"
"Cloak of the Necropolis",23050,Snotspat,"2026-03-25 19:25:06"
"Corrupted Ashbringer",22691,Cartouche,"2026-03-25 16:48:47"
"Corrupted Ashbringer",22691,Kennor,"2026-03-25 16:29:21"
"Desecrated Circlet",22367,Willgnome,"2026-03-25 03:30:32"
"Desecrated Legguards",22359,Zuurk,"2026-03-25 17:10:04"
"Desecrated Robe",22351,Fitthake,"2026-03-25 07:01:29"
"Desecrated Robe",22351,Willgnome,"2026-03-25 03:30:32"
"Desecrated Spaulders",22361,Zuurk,"2026-03-25 17:10:04"
"Desecrated Tunic",22350,Schwabi,"2026-03-25 18:46:38"
"Desecrated Tunic",22350,Schwabi,"2026-03-25 18:46:38"
"Eye of the Dead",23047,Amima,"2026-03-25 03:48:10"
"Eye of the Dead",23047,Mezz,"2026-03-25 19:16:39"
"Gem of Trapped Innocents",23057,Flaggermus,"2026-03-25 18:23:25"
"Girdle of the Mentor",23219,Olibanum,"2026-03-24 23:54:54"
"Girdle of the Mentor",23219,Symm,"2026-03-25 14:45:50"
"Gressil, Dawn of Ruin",23054,Bruceli,"2026-03-25 18:30:29"
"Gressil, Dawn of Ruin",23054,Corvere,"2026-03-25 09:43:59"
"Gressil, Dawn of Ruin",23054,Selenax,"2026-03-24 23:32:50"
"Gressil, Dawn of Ruin",23054,Selenax,"2026-03-24 23:32:50"
"Gressil, Dawn of Ruin",23054,Zimligimli,"2026-03-25 19:39:42"
"Hammer of the Twisting Nether",23056,Etowa,"2026-03-25 18:48:19"
"Hammer of the Twisting Nether",23056,Fitthake,"2026-03-25 07:01:29"
"Hammer of the Twisting Nether",23056,Sixto,"2026-03-25 13:31:38"
"Hammer of the Twisting Nether",23056,Sixto,"2026-03-25 13:31:38"
"Iblis, Blade of the Fallen Seraph",23014,Birkler,"2026-03-25 19:15:45"
"Iblis, Blade of the Fallen Seraph",23014,Corvere,"2026-03-25 09:43:59"
"Iblis, Blade of the Fallen Seraph",23014,Dumbdumb,"2026-03-25 00:42:03"
Kingsfall,22802,Willythepimp,"2026-03-25 07:13:35"
"Kiss of the Spider",22954,Birkler,"2026-03-25 19:15:45"
"Kiss of the Spider",22954,Bruceli,"2026-03-25 18:30:29"
"Kiss of the Spider",22954,Dumbdumb,"2026-03-25 00:42:03"
"Kiss of the Spider",22954,Krits,"2026-03-25 13:45:59"
"Kiss of the Spider",22954,Tochopolvo,"2026-03-25 05:19:59"
"Leggings of Polarity",23070,Blues,"2026-03-25 07:46:32"
"Legplates of Carnage",23068,Shelf,"2026-03-25 15:23:45"
"Might of Menethil",22798,Fjall,"2026-03-25 16:57:22"
"Might of the Scourge",23548,Eïnherjar,"2026-03-25 19:05:18"
"Might of the Scourge",23548,Rannek,"2026-03-25 19:19:58"
